Behavior,Refined_behavior,Response
"Identify the subject and the action of the sentence.

Input:
The dog barked loudly.","Identify the subject and the action of the sentence.
Sentence: The dog barked loudly.
Subject: <mask:5>.
Action: <mask:8>.","Sentence: The dog barked loudly.
Subject: 
Subject: The dog.
Action: 
Action: The dog barked loudly."
List and explain 3 steps to find a job online.,"List and explain 3 steps to find a job online.
Step 1: Research <mask:10> for job openings.
Step 2: Apply to positions by submitting <mask:8> and cover letters.
Step 3: Follow up on applications by sending <mask:12>.","
Step 1: Research 3-5 companies related to your field and search for job openings.
Step 2: Apply to positions by submitting 3-5 applications, including your resumes and cover letters.
Step 3: Follow up on applications by sending 1-2 thank-you emails and politely asking for an interview."
"Analyze the below social media post and identify the most effective marketing strategy used.

Input:
![Social Media Post](https://i2.wp.com/techwood.in/wp-content/uploads/2020/06/Spinny-Feat1.jpg?fit=1080%2C810&ssl=1)","Analyze the below social media post and identify the most effective marketing strategy used.
Post: ![Social Media Post](https://i2.wp.com/techwood.in/wp-content/uploads/2020/06/Spinny-Feat1.jpg?fit=1080%2C810&ssl=1)
Strategy clue: <mask:12>.
Explanation: <mask:16>."," Media Post](https://i2.wp.com/techwood.in/wp-content/uploads/2020/06/Spinny-Feat1.jpg?fit=1080%2C810&ssl=1)
Strategy clue: 
The most effective marketing strategy used is: Influencer Marketing.
Explanation: 
The post features a popular influencer with a large follower base, promoting the product."
"Given the following components, build an essay discussing the benefits of renewable energy.

Input:
Wind energy, solar energy, geothermal energy","Given the following components, build an essay discussing the benefits of renewable energy.
Components: Wind energy, solar energy, geothermal energy
Introduction: <mask:10>.
Point 1: <mask:12>.
Point 2: <mask:14>.
Point 3: <mask:16>.
Conclusion: <mask:18>.","Components: Wind energy, solar energy, geothermal energy
Introduction: 
Renewable energy has numerous benefits for the environment.
Point 1: 
Wind energy reduces greenhouse gas emissions and helps combat climate change.
Point 2: 
Solar energy is a clean and sustainable source of energy that reduces pollution.
Point 3: 
Geothermal energy provides a reliable source of energy and reduces dependence on fossil fuels.
Conclusion: 
By investing in renewable energy sources, we can create a more sustainable future for our planet."
"Perform a sentiment analysis for the following text.

Input:
Learning Machine Learning has given me such powerful tools","Perform a sentiment analysis for the following text.
Text: Learning Machine Learning has given me such powerful tools
Sentiment label: <mask:8>.
Positive keywords: <mask:10>.","Text: Learning Machine Learning has given me such powerful tools
Sentiment label:  Positive.
Confidence score:  Positive.
Positive keywords:  Learning, powerful.
Negative keywords:  None."
Tell one interesting fact about the American Civil War.,"Tell one interesting fact about the American Civil War.
Fact: <mask:8>.
Context clue: The war lasted <mask:4> years.","
Fact: 60k Americans died during the war.
Context clue: The war lasted 3 and a half years."
Name four different types of transportation.,"Name four different types of transportation.
Types: <mask:8>, <mask:8>, <mask:8>, <mask:8>.","
Types: 
1. Road (car) transportation, 
2. Rail (train) transportation, 
3. Air (plane) transportation, 
4. Water (boat) transportation."
"Generate a new headline that summarises the given news article.

Input:
The latest report on global warming predicts that the average global temperature will rise by 2.7 degrees Celsius over the next century.","Generate a new headline that summarizes the given news article.
Article: The latest report on global warming predicts that the average global temperature will rise by 2.7 degrees Celsius over the next century.
Headline subject: <mask:10>.
Key prediction: <mask:12>.
Time frame: <mask:12>."," summarizes the given news article.
Article: The latest report on global warming predicts that the average global temperature will rise by 2.7 degrees Celsius over the next century.
Headline subject: 
Temperature Rise Forecast: Latest Report on Global Warming.
Key prediction: 
Average global temperature rise of 2.7 degrees Celsius.
Time frame: 
Next century.
Key factor: 
Global warming."
"Extract the main idea from the following essay.

Input:
The use of connected devices in the home is becoming increasingly prominent. Smartphones, tablets, watches and home assistant devices like Amazon Echo and Google Home can be used to manage a myriad of tasks such as turning lights on and off, setting alarms and reminders, adding items to shopping lists, and playing music.","Extract the main idea from the following essay.
Input:
The use of connected devices in the home is becoming increasingly prominent. Smartphones, tablets, watches and home assistant devices like Amazon Echo and Google Home can be used to manage a myriad of tasks such as turning lights on and off, setting alarms and reminders, adding items to shopping lists, and playing music.
Key points: <mask:12>.
Main idea: <mask:10>.","Input:
The use of connected devices in the home is becoming increasingly prominent. Smartphones, tablets, watches and home assistant devices like Amazon Echo and Google Home can be used to manage a myriad of tasks such as turning lights on and off, setting alarms and reminders, adding items to shopping lists, and playing music.
Key points: 
- Connected devices in homes.
- Managing various tasks.
Main idea: 
Connected devices can be used to manage various tasks."
Generate a list of five marketing strategies for a new product launch.,"Generate a list of five marketing strategies for a new product launch.
Strategy 1: <mask:10>
Strategy 2: <mask:12>
Strategy 3: <mask:14>
Strategy 4: <mask:16>
Strategy 5: <mask:18>","
Strategy 1:  Implement targeted advertising campaigns to reach the desired audience.
Strategy 2:  Utilize social media platforms to generate buzz and drive engagement.
Strategy 3:  Collaborate with influencers and industry experts to increase visibility and build credibility.
Strategy 4:  Offer special promotions and discounts to encourage early adopters to try the new product.
Strategy 5:  Create a compelling brand story to differentiate the product from competitors and connect with the target audience."
"Create a plan to launch the given product.

Input:
A new fashion line","Create a plan to launch the given product.
Product: A new fashion line
Step 1: Conduct market research. <mask:10>.
Step 2: Define target audience. <mask:12>.
Step 3: Develop marketing strategy. <mask:14>.
Step 4: Set launch date. <mask:8>.","Product: A new fashion line
Step 1: Conduct market research. 
Analyze the trends and competition in the fashion industry.
Step 2: Define target audience. 
Identify the target demographic and psychographics for the fashion line.
Step 3: Develop marketing strategy. 
Create a marketing plan that includes branding, advertising, and promotional activities.
Step 4: Set launch date. 
Choose an appropriate date for the launch."
"Generate an example of a saying that is related to the proverb ""A stitch in time saves nine"".","Generate an example of a saying that is related to the proverb ""A stitch in time saves nine"".
Proverb: ""A stitch in time saves nine.""
Related saying: <mask:12>.
Example context: <mask:16>.","
Proverb: ""A stitch in time saves nine.""
Related saying: 

An ounce of prevention is worth a pound of cure.
Example context: 
Taking preventive measures to avoid potential problems can save time and effort in the future."
"Edit the text to make the meaning more precise.

Input:
The President announced an ambitious plan to cut taxes for all Americans.","Edit the text to make the meaning more precise.
Original: The President announced an ambitious plan to cut taxes for all Americans.
Context: <mask:8>.
Proposed edit: <mask:12>.","Original: The President announced an ambitious plan to cut taxes for all Americans.
Context:  The President announced a plan to cut taxes.
Proposed edit:  The President announced an ambitious plan to cut taxes for all Americans."
Suggest three methods to improve communication in the workplace.,"Suggest three methods to improve communication in the workplace.
Method 1: <mask:12>
Method 2: <mask:12>
Method 3: <mask:16>","
Method 1:  Encourage open and honest communication among team members and with management.
Method 2:  Promote active listening and constructive feedback to improve understanding and collaboration.
Method 3:  Utilize technology to facilitate communication, such as instant messaging and project management software."
Name 5 birds commonly found in North America.,"Name 5 birds commonly found in North America.
List: <mask:10>, <mask:10>, <mask:10>, <mask:10>, <mask:10>
Hint: One is known for its distinctive call.","
List: 1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 1, 2, 3, 4, 5
Hint: One is known for its distinctive call."
"Convert miles to kilometers

Input:
Miles: 5","Convert miles to kilometers.
Miles: <mask:5>.
Kilometers: <mask:8>.","
Miles: 0.25 miles.
Kilometers: 0.40934 kilometers."
Create a timeline of computer technology from 1960-1980,"Create a timeline of computer technology from 1960-1980.
Key events: <mask:8>.
Year: <mask:4>, Event: Development of the first minicomputer.
Year: <mask:4>, Event: Introduction of the first microprocessor.
Year: <mask:4>, Event: Launch of the first personal computer.",".
Key events: 
Year: X, Event: Y.
Year: 1960, Event: Development of the first minicomputer.
Year: 1968, Event: Introduction of the first microprocessor.
Year: 1971, Event: Launch of the first personal computer."
Provide an adjective to describe someone who is always cheerful.,"Provide an adjective to describe someone who is always cheerful.
Personality trait: <mask:8>.","
Personality trait: 

A person with a sunny disposition."
Estimate the total cost of a cross-country road trip from Los Angeles to New York.,"Estimate the total cost of a cross-country road trip from Los Angeles to New York.
Starting city: Los Angeles.
Destination: New York.
Budget categories: <mask:10>.
Estimated cost per category: <mask:14>.","
Starting city: Los Angeles.
Destination: New York.
Budget categories:  Transportation, accommodation, food, activities, and miscellaneous.
Estimated cost per category: 1,000 - 2,000 per category."
"Generate a set of 5 questions and answers about the given topic.

Input:
The 2020 U.S Presidential Election","Generate a set of 5 questions and answers about the given topic.
Topic: The 2020 U.S Presidential Election
Question 1: In which month did the election take place? <mask:8>.
Answer 1: November.
Question 2: Who were the two main candidates? <mask:12>.
Answer 2: Joe Biden and Donald Trump.
Question 3: Which state held the first primary election? <mask:12>.
Answer 3: Iowa.
Question 4: What was the name of the key battleground state that decided the election outcome? <mask:20>.
Answer 4: Pennsylvania.
Question 5: How many electoral votes did the winner receive? <mask:12>.
Answer 5: 306."," The 2020 U.S Presidential Election
Question 1: In which month did the election take place? 
Answer: It took place in November.
Answer 1: November.
Question 2: Who were the two main candidates? 
Answer: The main candidates were Joe Biden and Donald Trump.
Answer 2: Joe Biden and Donald Trump.
Question 3: Which state held the first primary election? 
Answer: The first primary election was the state of Iowa.
Answer 3: Iowa.
Question 4: What was the name of the key battleground state that decided the election outcome? 
Answer: Pennsylvania was a key battleground state that decided the election outcome in favor of Joe Biden.
Answer 4: Pennsylvania.
Question 5: How many electoral votes did the winner receive? 
Answer: Joe Biden received 306 electoral votes.
Answer 5: 306."
"Edit this sentence to make it sound more natural: 
""Maybe it's because of the rain,"" he said.","Edit this sentence to make it sound more natural.
Sentence: ""Maybe it's because of the rain,"" he said.
Rephrased: <mask:10>.",".
Sentence: ""Maybe it's because of the rain,"" he said.
Rephrased: 
""Perhaps it's the rain,"" he suggested."
Generate the verb form of the word 'write'.,"Generate the verb form of the word 'write'.
Word: write
Verb form: <mask:8>.","
Word: write
Verb form: 

Example: She wrote a letter."
"Calculate the area of a square given its length in cm.

Input:
12 cm","Calculate the area of a square given its length in cm.
Input: 12 cm
Length: <mask:5> cm.
Area formula: <mask:8>.
Area: <mask:12>.","Input: 12 cm
Length: 12*12 cm.
Area formula: 12 cm * 12 cm.
Area: 12*12 = 144 square cm."
Can you generate five questions about dinosaurs that can be used in a short quiz?,"Generate a short dinosaur quiz.
Question 1: What period did <mask:12> dinosaurs live in?
Question 2: Which <mask:8> dinosaur is known for its long neck?
Question 3: How many <mask:12> species are believed to have existed?
Question 4: What was the length of the <mask:16> dinosaur?
Question 5: Which <mask:4> dinosaur is often depicted with feathers?","Generate a short dinosaur quiz.
Question 1: What period did 100,000,000th dinosaurs live in?
Question 2: Which 100,000th dinosaur is known for its long neck?
Question 3: How many 100,000,000 dinosaur species are believed to have existed?
Question 4: What was the length of the 100,000,000,000th dinosaur?
Question 5: Which 100th dinosaur is often depicted with feathers?"
How does exercise affect the body?,"How does exercise affect the body?
Factors: <mask:10>.
Physiological responses: <mask:12>.
Benefits: <mask:8>.
Considerations: <mask:14>.","
Factors: 
Intensity, duration, frequency, and exercise type.
Physiological responses: 
Cardiovascular, muscular, metabolic, and immune system effects.
Benefits: 
Physical, mental, and social benefits.
Considerations: 
Age, gender, fitness level, medical conditions, and individual tolerance."
Describe two ways to improve the performance of a text classifier.,"Describe two ways to improve the performance of a text classifier.
Method 1: <mask:12>
Method 2: <mask:16>

Input:
- Current accuracy of the text classifier: 85%

Reasoning clues:
- Increasing the size of the training dataset can help <mask:8>.
- Utilizing more sophisticated feature extraction techniques may enhance <mask:10>.","
Method 1: 
Increase the size and diversity of the training dataset.

Method 2: 
Utilize more sophisticated feature extraction techniques to capture subtle nuances in the text.

Input:
- Current accuracy of the text classifier: 85%

Reasoning clues:
- Increasing the size of the training dataset can help 
  the classifier learn from more examples.
- Utilizing more sophisticated feature extraction techniques may enhance 
  the classifier's ability to capture subtle patterns."
"Given two words, provide a synonym for the second word.

Input:
love, happy","Given two words, provide a synonym for the second word.
Word 1: love
Synonym for Word 2: <mask:8>.","Word 1: love
Synonym for Word 2: 

Please, provide the second word."
Describe a scientific experiment with sufficient detail for a reader to recreate it.,"Describe a scientific experiment with sufficient detail for a reader to recreate it.
Experiment title: <mask:15>
Objective: <mask:10>
Materials needed: <mask:20>
Procedure steps:
1. <mask:8>
2. <mask:8>
3. <mask:8>
Expected results: <mask:12>","
Experiment title: 
""Finding the Boiling Point of Water Using a Thermometer""

Objective: 
To determine the temperature of boiling water.

Materials needed: 
- Water
- Heat source (e.g. stove or burner)
- Thermometer

Procedure steps:
1.  Place the water in the appropriate container.
2.  Apply the heat source to the water.
3.  Measure the temperature of the water.

Expected results: 
The temperature of the water will reach its boiling point."
"Find the distance between two points with the following coordinates.

Input:
Point A: (2, 3)
Point B: (6, 4)","Find the distance between two points with the following coordinates.
Point A: (2, 3)
Point B: (6, 4)
Coordinates of Point A: <mask:6>.
Coordinates of Point B: <mask:8>.
Distance formula: <mask:12>."," A: (2, 3)
Point B: (6, 4)
Coordinates of Point A: 2 units up 3 units.
Coordinates of Point B: 6 units right and 4 units up.
Distance formula:  √(x1)^2 + (y1)^2."
"What does the following proverb mean: ""The grass is always greener on the other side""?","What does the following proverb mean?
Proverb: ""The grass is always greener on the other side.""
Clue for interpretation: <mask:8>.
Explanation: <mask:16>.","?
Proverb: ""The grass is always greener on the other side.""
Clue for interpretation: 
It relates to social comparison or envy.
Explanation: 
The proverb suggests that people often compare their own circumstances negatively to those of others."
Generate a number between 1 and 10.,"Generate a number between 1 and 10.
Number: <mask:5>.","
Number: 7."
Write a story about a magical being who is disliked by others.,"Write a story about a magical being who is disliked by others.
Magical being: <mask:12>.
Reason for dislike: <mask:12>.
Setting: <mask:12>.","
Magical being:  A dragon who is disliked by other creatures in the forest.
Reason for dislike:  The dragon is feared and considered a threat to the other creatures.
Setting:  A magical forest that is home to a variety of magical creatures."
Make up a funny joke.,"Create a humorous joke.
Joke premise: Two <mask:8> walk into a bar.
First character response: ""Why did the <mask:10> cross the road?""
Second character: <mask:14>.","Create a humorous joke.
Joke premise: Two 100,000s walk into a bar.
First character response: ""Why did the 100,000 year-old chicken cross the road?""
Second character:  ""Because it was 100,000 years late."
You need to design an app for making restaurant reservations. Explain the steps taken during the process.,"You need to design an app for making restaurant reservations. Explain the steps taken during the process.
Step 1: Define the app's purpose and features.
Step 2: Identify target users and their needs.
Step 3: <mask:12>.
Step 4: Design the user interface.
Step 5: Develop the backend system.
Step 6: Test the app functionality.
Step 7: Launch and market the app.
Step 8: <mask:16>.","
Step 1: Define the app's purpose and features.
Step 2: Identify target users and their needs.
Step 3:  Choose the development platform and programming languages to use for the app.
Step 4: Design the user interface.
Step 5: Develop the backend system.
Step 6: Test the app functionality.
Step 7: Launch and market the app.
Step 8:  Monitor the app's performance and make any necessary updates or improvements based on user feedback."
Describe the character traits of Harry Potter,"Describe the character traits of Harry Potter.
Notable traits: <mask:8>.
Source: J.K. Rowling's books.
Influences on traits: <mask:10>.",".
Notable traits:  Loyalty, bravery, kindness, and determination.
Source: J.K. Rowling's books.
Influences on traits:  His parents, his friends, and his own experiences."
"Given a product's features, write an introduction to the product.

Input:
The product is an app that helps people identify and manage their sleep habits. It can track sleep quality, circadian rhythm, and average sleep time.","Given a product's features, write an introduction to the product.
Product Features:
- Tracks sleep quality
- Monitors circadian rhythm
- Calculates average sleep time
Introduction: <mask:12>.",":
- Tracks sleep quality
- Monitors circadian rhythm
- Calculates average sleep time
Introduction: 
Our innovative sleep tracker provides valuable insights into your sleep patterns."
Generate a model to predict the stock market.,"Generate a model to predict the stock market.
Dataset: Historical stock prices and financial news.
Step 1: Collect data on <mask:12> companies.
Step 2: Preprocess the data by <mask:8>.
Step 3: Split the dataset into <mask:10>.","
Dataset: Historical stock prices and financial news.
Step 1: Collect data on 10 years of stock prices and financial news for 5 companies.
Step 2: Preprocess the data by  normalizing the data and removing missing values.
Step 3: Split the dataset into 80% training and 20% testing."
Name two different types of polygons.,"Name two different types of polygons.
Polygon 1: <mask:8>.
Polygon 2: <mask:10>.","
Polygon 1: 3 sides, 60 degrees angles.
Polygon 2: 4 sides, 90.5 degrees angles."
Calculate the atomic mass for lithium.,"Calculate the atomic mass for lithium.
Element: lithium.
Atomic mass value: <mask:10>.","Element: lithium.
Atomic mass value: 7.015040 amu."
Generate a list of books written by Margaret Atwood,"Generate a list of books written by Margaret Atwood.
Fiction works: <mask:12>.
Non-fiction works: <mask:12>.
Notable series: <mask:8>.",".
Fiction works: 
1. 
2.
3.
4.
Non-fiction works: 
1. 
2.
3.
4.
Notable series: 
1.
2.
3."
"Summarize the following text into fewer than 100 words.

Input:
Pandas are native to China, and are the world’s most iconic endangered species. They live in temperate forest, mountain grasslands, and bamboo forests. Pandas feed mainly on bamboo but also eat other vegetation, insects and small animals. They face many threats from humans, from habitat loss to climate change.","Summarize the following text into fewer than 100 words.
Text: Pandas are native to China, and are the world’s most iconic endangered species. They live in <mask:12>, and <mask:16>. Pandas feed mainly on <mask:12> but also eat other vegetation, insects, and small animals. They face many threats from humans, including <mask:16>.","Text: Pandas are native to China, and are the world’s most iconic endangered species. They live in  the bamboo forests in the provinces of Sichuan, Tibet, and  Gansu, at altitudes of around 3,000 meters. Pandas feed mainly on  bamboo, which constitutes 99% of their diet, but also eat other vegetation, insects, and small animals. They face many threats from humans, including  habitat loss, poaching, and climate change, which is affecting their bamboo supply."
"Imagine you are in a mall, suggest four items to buy.","Imagine you are in a mall, suggest four items to buy.
Category 1: Electronics - <mask:8>
Category 2: Clothing - <mask:10>
Category 3: Beauty Products - <mask:12>
Category 4: Snacks - <mask:14>","
Category 1: Electronics - 
Item 1: Smartwatch

Category 2: Clothing - 
Item 2: Stylish summer dress

Category 3: Beauty Products - 
Item 3: High-end foundation and moisturizer set

Category 4: Snacks - 
Item 4: Variety pack of trail mix and granola bars"
Name a type of grilled sandwich.,"Name a type of grilled sandwich.
Example: <mask:8>.
Another option: <mask:10>.","
Example: 
Grilled Chicken and Avocado Sandwich.
Another option: 
Grilled Sausage and Grilled Cheese Sandwich."
"Change this imperative sentence into a declarative sentence.

Input:
Find the source of the issue.","Change this imperative sentence into a declarative sentence.
Input: Find the source of the issue.
Imperative sentence: <mask:8>.
Declarative sentence: <mask:12>.","Input: Find the source of the issue.
Imperative sentence: 
- Find the source of the issue.
Declarative sentence: 
- It is necessary to find the source of the issue."
Compose a four-bar progression in the key of A Major.,"Compose a four-bar progression in the key of A Major.
Chord 1: <mask:5>
Chord 2: <mask:7>
Chord 3: <mask:9>
Chord 4: <mask:11>","
Chord 1: 1 (A Major)
Chord 2: 1-3 (A Major)
Chord 3: 1-3-5 (A Major)
Chord 4: 1-3-5-7 (A Major)"
"Edit the sentence ""Animals shouldn't mistreated""

Input:
Animals shouldn't mistreated","Edit the sentence ""Animals shouldn't <mask:8>"".
Corrected subject: <mask:5>.
Corrected verb: <mask:8>.
Final sentence: <mask:12>.","  be used for testing new drugs and cosmetics"".
Corrected subject: 
Animals, not animal.
Corrected verb: 
shouldn't, not shouldn't.
Final sentence: 
Animals shouldn't be used for testing new drugs and cosmetics."
"Given some ingredients, write a recipe for a healthy snack.

Input:
Oats, banana, peanut butter","Given some ingredients, write a recipe for a healthy snack.
Ingredients: Oats, banana, peanut butter
Step 1: Peel the <mask:4> and mash it.
Step 2: Mix the mashed <mask:2> with <mask:6>.
Step 3: Serve the mixture over a cup of <mask:8>.",": Oats, banana, peanut butter
Step 1: Peel the 1 medium-sized banana and mash it.
Step 2: Mix the mashed 1 banana with 2 tablespoons of creamy peanut butter.
Step 3: Serve the mixture over a cup of 1/2 cup of old-fashioned oats."
"Take a text of any length and rephrase it as a haiku poem.

Input:
Life is too short to waste away.","Rephrase the given text as a haiku poem.
Text: Life is too short to waste away.
Line 1: <mask:7>.
Line 2: <mask:7>.
Line 3: <mask:7>.","Rephrase the given text as a haiku poem.
Text: Life is too short to waste away.
Line 1: 
Embrace life's fleeting moments.
Line 2: 
Don't waste your precious time.
Line 3: 
Live fully, cherish every breath."
Draft an email to a singer requesting her to perform in a charity event.,"Draft an email to a singer requesting her to perform in a charity event.
To: [Singer's Email]
Subject: Invitation to Perform at Charity Event
Dear <mask:5>,
We are reaching out to invite you to perform at our upcoming charity event on <mask:8>. The event is scheduled for <mask:10> and will take place at <mask:12>. We believe your talent would greatly enhance our cause and bring joy to our attendees.
Best regards,
<mask:14>","
To: [Singer's Email]
Subject: Invitation to Perform at Charity Event
Dear 
Singer's Name,
We are reaching out to invite you to perform at our upcoming charity event on 15 November 2023. The event is scheduled for 7:00-9:00 PM and will take place at 1234 Main Street, Anytown, USA. We believe your talent would greatly enhance our cause and bring joy to our attendees.
Best regards,
[Your Name]
[Your Position]
[Your Organization]"
Create a 7-day meal plan for a vegan.,"Create a 7-day meal plan for a vegan.
Day 1 breakfast: <mask:8>.
Day 1 lunch: <mask:8>.
Day 1 dinner: <mask:8>.
Day 2 breakfast: <mask:8>.
Day 2 lunch: <mask:8>.
Day 2 dinner: <mask:8>.
Day 3 breakfast: <mask:8>.","
Day 1 breakfast: 1 banana, 1 cup of water.
Day 1 lunch: 1 banana, 1 cup of water.
Day 1 dinner: 1 banana, 1 cup of water.
Day 2 breakfast: 1 banana, 1 cup of water.
Day 2 lunch: 1 banana, 1 cup of water.
Day 2 dinner: 1 banana, 1 cup of water.
Day 3 breakfast: 1 banana, 1 cup of water."
Describe the color of the wood in two words.,"Describe the color of the wood in two words.
Sample description: <mask:6>.
Additional descriptor: <mask:8>.","
Sample description: 
The wood is dark brown.
Additional descriptor: 
The wood has a slightly reddish hue."
Create a unique character in a fairy tale.,"Create a unique character in a fairy tale.
Character name: <mask:10>.
Fairy tale setting: <mask:12>.
Character trait: <mask:8>.
Magic item: <mask:12>.","
Character name:  Elara.
Age:  16.
Fairy tale setting:  A magical kingdom filled with talking fairies and enchanted forests.
Character trait:  Elara has a strong sense of justice.
Magic item:  A crystal ball that allows her to see the past and future."
"Identify the type of phrase in the sentence: ""Beneath the tree.","Identify the type of phrase in the sentence.
Sentence: Beneath the tree.
Phrase type: <mask:8>.",".
Sentence: Beneath the tree.
Phrase type: 
This is a prepositional phrase."
Provide 3 examples of animals that lay eggs,"Provide 3 examples of animals that lay eggs.
Examples 1: <mask:8>.
Examples 2: <mask:8>.
Examples 3: <mask:10>.",".
Examples 1: 
Birds, turtles, and fish.
Examples 2: 
Insects, frogs, and snakes.
Examples 3: 
Moths, lizards, and amphibians."
"Categorize this sentence as either sarcastic or non-sarcastic:

Input:
""I'm so excited for more boring school work.""","Categorize this sentence as either sarcastic or non-sarcastic.
Sentence: ""I'm so excited for more boring school work.""
Sentiment clue: <mask:8>.
Category: <mask:4>.","
Sentence: ""I'm so excited for more boring school work.""
Sentiment clue: 
The sentence is expressing a negative sentiment.
Category: 
Sarcastic."
Make a list of the key benefits to using artificial intelligence,"Make a list of the key benefits to using artificial intelligence.
Technology advancement: <mask:12>.
Cost-efficiency: <mask:8>.
Enhanced decision-making: <mask:16>.
Increased productivity: <mask:12>.",".
Technology advancement: 1.
Automation of repetitive and mundane tasks: 2.
Cost-efficiency: 3.
Improved accuracy: 4.
Enhanced decision-making: 5.
Better customer service: 6.
Improved accuracy: 7.
Increased productivity: 8.
Better understanding of data and insights: 9."
"Rewrite the sentence to eliminate any ambiguity.

Input:
He returned the book he borrowed last week.","Rewrite the sentence to eliminate any ambiguity.
Original: He returned the book he borrowed last week.
Subject: <mask:8>.
Verb phrase: <mask:12>.
Final sentence: <mask:20>.","Original: He returned the book he borrowed last week.
Subject:  He returned the book he borrowed last week.
Verb phrase:  returned.
Object:  the book he borrowed last week.
Final sentence:  He returned the book he borrowed last week.
Original: He returned the book he borrowed last week."
Output a C code segment that takes two number as inputs and returns their product:,"Output a C code segment that takes two numbers as inputs and returns their product.
```c
#include <stdio.h>

int main() {
    int num1 = <mask:1>;
    int num2 = <mask:2>;
    int product = num1 * num2;
    
    printf(""Product: %d"", product);
    return 0;
}
```"," product.
```c
#include <stdio.h>

int main() {
    int num1 = 5;
    int num2 = 10;
    int product = num1 * num2;
    
    printf(""Product: %d"", product);
    return 0;
}
```"
List three ways to reduce energy use at school.,"List three ways to reduce energy use at school.
Method 1: <mask:12>
Method 2: <mask:12>
Method 3: <mask:16>","
Method 1:  Install energy-efficient lighting and replace traditional bulbs with LED lights.
Method 2:  Turn off lights and unplug electronic devices when not in use.
Method 3:  Encourage students to use public transportation or carpool to school to reduce carbon emissions."
Write the general formula for the perimeter of a right triangle.,"Write the general formula for the perimeter of a right triangle.
Given sides: a, b (legs), c (hypotenuse)
Perimeter = a + b + c
Formula for hypotenuse: <mask:8>
Final formula: <mask:16>","
Given sides: a, b (legs), c (hypotenuse)
Perimeter = a + b + c
Formula for hypotenuse:  c² = a² + b²
Final formula: 
Perimeter = a + b + √(a² + b²)"
Write a query to select the customer's name and balance from the table customer_info.,"Write a query to select the customer's name and balance from the table customer_info.
Query type: <mask:8>.
Table name: <mask:10>.
Columns: <mask:12>.","
Query type: 
   a. SELECT

2.
Table name: 
   a. customer_info 

3.
Columns: 
   a. customer_name 
   b. balance."
"Given a photo, detect the different objects in the photo and label each object.

Input:
Attach the photo","Given a photo, detect the different objects in the photo and label each object.
Photo: [Attach the photo]
Object 1: <mask:12>
Label 1: <mask:4>
Object 2: <mask:12>
Label 2: <mask:4>","Photo: [Attach the photo]
Object 1: 
[Attach a description or image of Object 1]
Label 1: 
[Label]
Object 2: 
[Attach a description or image of Object 2]
Label 2: 
[Label]"
What are some major benefits of a vegetarian diet?,"What are some major benefits of a vegetarian diet?
Benefits include improved heart health, <mask:8>, increased fiber intake, and <mask:12>.","
Benefits include improved heart health, 
lower risk of type 2 diabetes, increased fiber intake, and 
lower risk of certain cancers, including breast and colon cancer."
Generate a novel story idea.,"Generate a novel story idea.
Setting: <mask:12>.
Main character: <mask:12>.
Plot twist: <mask:16>.","
Setting:  A small, isolated town in the middle of the Pacific Ocean.
Main character:  A young woman who has just moved to the town for work.
Plot twist:  She discovers a hidden door that leads to a mysterious, abandoned island in the ocean."
Give me three interesting facts about the country of Chile.,"Give me three interesting facts about the country of Chile.
Fact 1: <mask:10>.
Fact 2: <mask:12>.
Fact 3: <mask:14>.","
Fact 1:  Chile is the second-longest country in South America.
Fact 2:  Chile is home to the second-largest copper mine in the world.
Fact 3:  Chile is known for its delicious cuisine, particularly its seafood and meat dishes."
"Describe a new product.

Input:
New Product: AI-Powered Note-Taking App","Describe a new product.
Product Name: AI-Powered Note-Taking App
Key Features: <mask:12>.
Target Audience: <mask:8>.
Unique Selling Point: <mask:16>."," Name: AI-Powered Note-Taking App
Key Features:  Voice recognition, handwriting recognition, note organization, and easy retrieval.
Target Audience:  Students, professionals, and note-taking enthusiasts.
Unique Selling Point:  Advanced AI technology for seamless note-taking, organization, and retrieval in a single app."
"Classify this email as an Inquiry or Suggestion

Input:
Hello,

I am writing to suggest that the store stock more organic produce.

Sincerely,

 john","Classify this email as an Inquiry or Suggestion.
Email: Hello,

I am writing to suggest that the store stock more organic produce.

Sincerely,

john
Classification: <mask:8>.",",

I am writing to suggest that the store stock more organic produce.

Sincerely,

john
Classification: 

This email is a Suggestion."
Brainstorm three most successful marketing campaigns in the past year.,"Brainstorm three most successful marketing campaigns in the past year.
Campaign 1: <mask:10>.
Campaign 2: <mask:10>.
Campaign 3: <mask:12>.","
Campaign 1: 2020 Super Bowl campaign by Coca-Cola.
Campaign 2: 2021 Super Bowl campaign by Old Spice.
Campaign 3: 2021 ""Real Beauty"" campaign by Dove Beauty."
"Put the following events in chronological order.

Input:
World War I, Moon landing, World War II","Put the following events in chronological order.
Events: World War I, Moon landing, World War II
Order them from earliest to latest.
1. <mask:8>
2. <mask:12>
3. <mask:16>",": World War I, Moon landing, World War II
Order them from earliest to latest.
1. 1914: World War I
2. 1939: World War II (beginning)
3. 1969: Moon landing (Apollo 11 mission)"
